Alpha,LName,fName,mName,company,platoon,squad,dutySection,roomNumber_id,phoneNumber,weekends,weekendsComment,CQPR,SQPR,performanceGrade,conductGrade,PRT,,,,,,
141356,CROWELL,CAMERON,,29,1,1,1,,1111111831,16,,3,3,A,A,90,"('141356','CROWELL','CAMERON','','29','1','1','1','','1111111831','16','','3','3','A','A','90'),",,,,,
141782,DROGOWSKI,CALEB,,29,2,2,2,,1111111832,16,,3,3,B,B,90,"('141782','DROGOWSKI','CALEB','','29','2','2','2','','1111111832','16','','3','3','B','B','90'),",,,,,
141842,DURDEN,DARIAN,,29,3,3,3,,1111111833,16,,3,3,C,C,90,"('141842','DURDEN','DARIAN','','29','3','3','3','','1111111833','16','','3','3','C','C','90'),",,,,,
141986,ESPINO,GABRIELA,,29,4,1,4,,1111111834,16,,3,3,A,A,90,"('141986','ESPINO','GABRIELA','','29','4','1','4','','1111111834','16','','3','3','A','A','90'),",,,,,
142142,FOSKETT,ANDREW,,29,1,2,5,,1111111835,16,,3,3,B,B,90,"('142142','FOSKETT','ANDREW','','29','1','2','5','','1111111835','16','','3','3','B','B','90'),",,,,,
142232,FREUND,PETER,,29,2,3,6,,1111111836,16,,3,3,C,C,90,"('142232','FREUND','PETER','','29','2','3','6','','1111111836','16','','3','3','C','C','90'),",,,,,
142328,GARCIA,JONATHAN,,29,3,1,7,,1111111837,16,,3,3,A,A,90,"('142328','GARCIA','JONATHAN','','29','3','1','7','','1111111837','16','','3','3','A','A','90'),",,,,,
142664,GUERIN,DAVID,,29,4,2,8,,1111111838,16,,3,3,B,B,90,"('142664','GUERIN','DAVID','','29','4','2','8','','1111111838','16','','3','3','B','B','90'),",,,,,
143108,HURD,JONATHAN,,29,1,3,1,,1111111839,16,,3,3,C,C,90,"('143108','HURD','JONATHAN','','29','1','3','1','','1111111839','16','','3','3','C','C','90'),",,,,,
143528,KIM,YECHAN,,29,2,1,2,,1111111840,16,,3,3,A,A,90,"('143528','KIM','YECHAN','','29','2','1','2','','1111111840','16','','3','3','A','A','90'),",,,,,
143582,KLEINSCHMIDT,KARISSA,,29,3,2,3,,1111111841,16,,3,3,B,B,90,"('143582','KLEINSCHMIDT','KARISSA','','29','3','2','3','','1111111841','16','','3','3','B','B','90'),",,,,,
143762,LEE,DOYOUNG,,29,4,3,4,,1111111842,16,,3,3,C,C,90,"('143762','LEE','DOYOUNG','','29','4','3','4','','1111111842','16','','3','3','C','C','90'),",,,,,
143774,LEE,KELSEY,,29,1,1,5,,1111111843,16,,3,3,A,A,90,"('143774','LEE','KELSEY','','29','1','1','5','','1111111843','16','','3','3','A','A','90'),",,,,,
143798,LEWIS,BRANDON,,29,2,2,6,,1111111844,16,,3,3,B,B,90,"('143798','LEWIS','BRANDON','','29','2','2','6','','1111111844','16','','3','3','B','B','90'),",,,,,
144146,MAPLES,HAYDEN,,29,3,3,7,,1111111845,16,,3,3,C,C,90,"('144146','MAPLES','HAYDEN','','29','3','3','7','','1111111845','16','','3','3','C','C','90'),",,,,,
144236,MASTRIANO,MARIO,,29,4,1,8,,1111111846,16,,3,3,A,A,90,"('144236','MASTRIANO','MARIO','','29','4','1','8','','1111111846','16','','3','3','A','A','90'),",,,,,
144506,MIGNEAULT,MICALA,,29,1,2,1,,1111111847,16,,3,3,B,B,90,"('144506','MIGNEAULT','MICALA','','29','1','2','1','','1111111847','16','','3','3','B','B','90'),",,,,,
144542,MILLER,LANDON,,29,2,3,2,,1111111848,16,,3,3,C,C,90,"('144542','MILLER','LANDON','','29','2','3','2','','1111111848','16','','3','3','C','C','90'),",,,,,
144824,NEWHALLER,SAMANTHA,,29,3,1,3,,1111111849,16,,3,3,A,A,90,"('144824','NEWHALLER','SAMANTHA','','29','3','1','3','','1111111849','16','','3','3','A','A','90'),",,,,,
144848,NORDQUIST,ERIC,,29,4,2,4,,1111111850,16,,3,3,B,B,90,"('144848','NORDQUIST','ERIC','','29','4','2','4','','1111111850','16','','3','3','B','B','90'),",,,,,
144854,NORMAN,DAVID,,29,1,3,5,,1111111851,16,,3,3,C,C,90,"('144854','NORMAN','DAVID','','29','1','3','5','','1111111851','16','','3','3','C','C','90'),",,,,,
144926,ODELL,STEPHEN,,29,2,1,6,,1111111852,16,,3,3,A,A,90,"('144926','ODELL','STEPHEN','','29','2','1','6','','1111111852','16','','3','3','A','A','90'),",,,,,
145082,PAGLIARULO,WILLIAM,,29,3,2,7,,1111111853,16,,3,3,B,B,90,"('145082','PAGLIARULO','WILLIAM','','29','3','2','7','','1111111853','16','','3','3','B','B','90'),",,,,,
145148,PATRICK,MICHAEL,,29,4,3,8,,1111111854,16,,3,3,C,C,90,"('145148','PATRICK','MICHAEL','','29','4','3','8','','1111111854','16','','3','3','C','C','90'),",,,,,
145202,PEREZ,MARCUS,,29,1,1,1,,1111111855,16,,3,3,A,A,90,"('145202','PEREZ','MARCUS','','29','1','1','1','','1111111855','16','','3','3','A','A','90'),",,,,,
145610,REESE,PAUL,,29,2,2,2,,1111111856,16,,3,3,B,B,90,"('145610','REESE','PAUL','','29','2','2','2','','1111111856','16','','3','3','B','B','90'),",,,,,
145658,RENTZ,CONOR,,29,3,3,3,,1111111857,16,,3,3,C,C,90,"('145658','RENTZ','CONOR','','29','3','3','3','','1111111857','16','','3','3','C','C','90'),",,,,,
146240,SHONTZ,JONATHAN,,29,4,1,4,,1111111858,16,,3,3,A,A,90,"('146240','SHONTZ','JONATHAN','','29','4','1','4','','1111111858','16','','3','3','A','A','90'),",,,,,
146798,TROPF,JORDAN,,29,1,2,5,,1111111859,16,,3,3,B,B,90,"('146798','TROPF','JORDAN','','29','1','2','5','','1111111859','16','','3','3','B','B','90'),",,,,,
146888,VALLES,CHRISTOPHER,,29,2,3,6,,1111111860,16,,3,3,C,C,90,"('146888','VALLES','CHRISTOPHER','','29','2','3','6','','1111111860','16','','3','3','C','C','90'),",,,,,
147032,WALTERS,BENJAMIN,,29,3,1,7,,1111111861,16,,3,3,A,A,90,"('147032','WALTERS','BENJAMIN','','29','3','1','7','','1111111861','16','','3','3','A','A','90'),",,,,,
147434,YOUNG,VINCENT,,29,4,2,8,,1111111862,16,,3,3,B,B,90,"('147434','YOUNG','VINCENT','','29','4','2','8','','1111111862','16','','3','3','B','B','90'),",,,,,
110438,BASHORE,WHITNEY,,30,1,3,1,,1111111863,16,,3,3,C,C,90,"('110438','BASHORE','WHITNEY','','30','1','3','1','','1111111863','16','','3','3','C','C','90'),",,,,,
111062,BURROW,CALEB,,30,2,1,2,,1111111864,16,,3,3,A,A,90,"('111062','BURROW','CALEB','','30','2','1','2','','1111111864','16','','3','3','A','A','90'),",,,,,
111566,COULSON,DEIDRE,,30,3,2,3,,1111111865,16,,3,3,B,B,90,"('111566','COULSON','DEIDRE','','30','3','2','3','','1111111865','16','','3','3','B','B','90'),",,,,,
111890,DEVLIN,JULIE,,30,4,3,4,,1111111866,16,,3,3,C,C,90,"('111890','DEVLIN','JULIE','','30','4','3','4','','1111111866','16','','3','3','C','C','90'),",,,,,
111932,DIERKER,ADAM,,30,1,1,5,,1111111867,16,,3,3,A,A,90,"('111932','DIERKER','ADAM','','30','1','1','5','','1111111867','16','','3','3','A','A','90'),",,,,,
112340,FOSHAGE,WILLIAM,,30,2,2,6,,1111111868,16,,3,3,B,B,90,"('112340','FOSHAGE','WILLIAM','','30','2','2','6','','1111111868','16','','3','3','B','B','90'),",,,,,
112496,GILL,LAUREL,,30,3,3,7,,1111111869,16,,3,3,C,C,90,"('112496','GILL','LAUREL','','30','3','3','7','','1111111869','16','','3','3','C','C','90'),",,,,,
112502,GILLQUIST,JOEL,,30,4,1,8,,1111111870,16,,3,3,A,A,90,"('112502','GILLQUIST','JOEL','','30','4','1','8','','1111111870','16','','3','3','A','A','90'),",,,,,
112694,HALL,THOMAS,,30,1,2,1,,1111111871,16,,3,3,B,B,90,"('112694','HALL','THOMAS','','30','1','2','1','','1111111871','16','','3','3','B','B','90'),",,,,,
112790,HARMON,MATTHEW,,30,2,3,2,,1111111872,16,,3,3,C,C,90,"('112790','HARMON','MATTHEW','','30','2','3','2','','1111111872','16','','3','3','C','C','90'),",,,,,
113540,KRAMER,JOSEPH,,30,3,1,3,,1111111873,16,,3,3,A,A,90,"('113540','KRAMER','JOSEPH','','30','3','1','3','','1111111873','16','','3','3','A','A','90'),",,,,,
113564,KROEGER,ERIC,,30,4,2,4,,1111111874,16,,3,3,B,B,90,"('113564','KROEGER','ERIC','','30','4','2','4','','1111111874','16','','3','3','B','B','90'),",,,,,
113978,MAGYAR,MICHAEL,,30,1,3,5,,1111111875,16,,3,3,C,C,90,"('113978','MAGYAR','MICHAEL','','30','1','3','5','','1111111875','16','','3','3','C','C','90'),",,,,,
114512,MOBERG,MICHAEL,,30,2,1,6,,1111111876,16,,3,3,A,A,90,"('114512','MOBERG','MICHAEL','','30','2','1','6','','1111111876','16','','3','3','A','A','90'),",,,,,
114686,MUSCARELLO,ANDY,,30,3,2,7,,1111111877,16,,3,3,B,B,90,"('114686','MUSCARELLO','ANDY','','30','3','2','7','','1111111877','16','','3','3','B','B','90'),",,,,,
114974,OLIVAS,BENJAMIN,,30,4,3,8,,1111111878,16,,3,3,C,C,90,"('114974','OLIVAS','BENJAMIN','','30','4','3','8','','1111111878','16','','3','3','C','C','90'),",,,,,
115040,PACHECO,ASHLY,,30,1,1,1,,1111111879,16,,3,3,A,A,90,"('115040','PACHECO','ASHLY','','30','1','1','1','','1111111879','16','','3','3','A','A','90'),",,,,,
115208,PIERRE,ANNDREA,,30,2,2,2,,1111111880,16,,3,3,B,B,90,"('115208','PIERRE','ANNDREA','','30','2','2','2','','1111111880','16','','3','3','B','B','90'),",,,,,
115340,PRICE,CHRISTOPHER,,30,3,3,3,,1111111881,16,,3,3,C,C,90,"('115340','PRICE','CHRISTOPHER','','30','3','3','3','','1111111881','16','','3','3','C','C','90'),",,,,,
115364,PRISK,ANNE,,30,4,1,4,,1111111882,16,,3,3,A,A,90,"('115364','PRISK','ANNE','','30','4','1','4','','1111111882','16','','3','3','A','A','90'),",,,,,
115406,QUITIQUIT,MEILYN,,30,1,2,5,,1111111883,16,,3,3,B,B,90,"('115406','QUITIQUIT','MEILYN','','30','1','2','5','','1111111883','16','','3','3','B','B','90'),",,,,,
115574,RIVERA,FRANCISCO,,30,2,3,6,,1111111884,16,,3,3,C,C,90,"('115574','RIVERA','FRANCISCO','','30','2','3','6','','1111111884','16','','3','3','C','C','90'),",,,,,
115940,SCHMIDT,PETER,,30,3,1,7,,1111111885,16,,3,3,A,A,90,"('115940','SCHMIDT','PETER','','30','3','1','7','','1111111885','16','','3','3','A','A','90'),",,,,,
116168,SIMMS,MELANIE,,30,4,2,8,,1111111886,16,,3,3,B,B,90,"('116168','SIMMS','MELANIE','','30','4','2','8','','1111111886','16','','3','3','B','B','90'),",,,,,
116192,SLAUGH,STEVEN,,30,1,3,1,,1111111887,16,,3,3,C,C,90,"('116192','SLAUGH','STEVEN','','30','1','3','1','','1111111887','16','','3','3','C','C','90'),",,,,,
116252,SNOW,STEVEN,,30,2,1,2,,1111111888,16,,3,3,A,A,90,"('116252','SNOW','STEVEN','','30','2','1','2','','1111111888','16','','3','3','A','A','90'),",,,,,
116420,STRAUSS,MICHAEL,,30,3,2,3,,1111111889,16,,3,3,B,B,90,"('116420','STRAUSS','MICHAEL','','30','3','2','3','','1111111889','16','','3','3','B','B','90'),",,,,,
116450,STUMP,NATHAN,,30,4,3,4,,1111111890,16,,3,3,C,C,90,"('116450','STUMP','NATHAN','','30','4','3','4','','1111111890','16','','3','3','C','C','90'),",,,,,
116762,VEAZEY,MARK,,30,1,1,5,,1111111891,16,,3,3,A,A,90,"('116762','VEAZEY','MARK','','30','1','1','5','','1111111891','16','','3','3','A','A','90'),",,,,,
116792,VO,VIET,,30,2,2,6,,1111111892,16,,3,3,B,B,90,"('116792','VO','VIET','','30','2','2','6','','1111111892','16','','3','3','B','B','90'),",,,,,
116858,WARD,RYAN,,30,3,3,7,,1111111893,16,,3,3,C,C,90,"('116858','WARD','RYAN','','30','3','3','7','','1111111893','16','','3','3','C','C','90'),",,,,,
117002,WHITE,SCOTT,,30,4,1,8,,1111111894,16,,3,3,A,A,90,"('117002','WHITE','SCOTT','','30','4','1','8','','1111111894','16','','3','3','A','A','90'),",,,,,
117116,WITTKOPP,MATTHEW,,30,1,2,1,,1111111895,16,,3,3,B,B,90,"('117116','WITTKOPP','MATTHEW','','30','1','2','1','','1111111895','16','','3','3','B','B','90'),",,,,,
120114,AMON,JACOB,,30,2,3,2,,1111111896,16,,3,3,C,C,90,"('120114','AMON','JACOB','','30','2','3','2','','1111111896','16','','3','3','C','C','90'),",,,,,
120648,BRADEN,DANIEL,,30,3,1,3,,1111111897,16,,3,3,A,A,90,"('120648','BRADEN','DANIEL','','30','3','1','3','','1111111897','16','','3','3','A','A','90'),",,,,,
120774,BRUNO,MICHAEL,,30,4,2,4,,1111111898,16,,3,3,B,B,90,"('120774','BRUNO','MICHAEL','','30','4','2','4','','1111111898','16','','3','3','B','B','90'),",,,,,
120852,BYRNE,COLIN,,30,1,3,5,,1111111899,16,,3,3,C,C,90,"('120852','BYRNE','COLIN','','30','1','3','5','','1111111899','16','','3','3','C','C','90'),",,,,,
121056,CAVINS,ALEXANDER,,30,2,1,6,,1111111900,16,,3,3,A,A,90,"('121056','CAVINS','ALEXANDER','','30','2','1','6','','1111111900','16','','3','3','A','A','90'),",,,,,
121266,CORRIGAN,ALEXANDER,,30,3,2,7,,1111111901,16,,3,3,B,B,90,"('121266','CORRIGAN','ALEXANDER','','30','3','2','7','','1111111901','16','','3','3','B','B','90'),",,,,,
121296,COTTON,SCOTT,,30,4,3,8,,1111111902,16,,3,3,C,C,90,"('121296','COTTON','SCOTT','','30','4','3','8','','1111111902','16','','3','3','C','C','90'),",,,,,
121584,DEBENEDETTI,VINCENT,,30,1,1,1,,1111111903,16,,3,3,A,A,90,"('121584','DEBENEDETTI','VINCENT','','30','1','1','1','','1111111903','16','','3','3','A','A','90'),",,,,,
121866,EDWARDS,ERIN,,30,2,2,2,,1111111904,16,,3,3,B,B,90,"('121866','EDWARDS','ERIN','','30','2','2','2','','1111111904','16','','3','3','B','B','90'),",,,,,
121896,ELLEDGE,EMILY,,30,3,3,3,,1111111905,16,,3,3,C,C,90,"('121896','ELLEDGE','EMILY','','30','3','3','3','','1111111905','16','','3','3','C','C','90'),",,,,,
121968,EVERS,MATTHEW,,30,4,1,4,,1111111906,16,,3,3,A,A,90,"('121968','EVERS','MATTHEW','','30','4','1','4','','1111111906','16','','3','3','A','A','90'),",,,,,
122076,FINN,BRIAN,,30,1,2,5,,1111111907,16,,3,3,B,B,90,"('122076','FINN','BRIAN','','30','1','2','5','','1111111907','16','','3','3','B','B','90'),",,,,,
122256,FRENCH,JAMES,,30,2,3,6,,1111111908,16,,3,3,C,C,90,"('122256','FRENCH','JAMES','','30','2','3','6','','1111111908','16','','3','3','C','C','90'),",,,,,
122916,HEMLER,CHRISTOPHER,,30,3,1,7,,1111111909,16,,3,3,A,A,90,"('122916','HEMLER','CHRISTOPHER','','30','3','1','7','','1111111909','16','','3','3','A','A','90'),",,,,,
123600,KEENE,ANDREW,,30,4,2,8,,1111111910,16,,3,3,B,B,90,"('123600','KEENE','ANDREW','','30','4','2','8','','1111111910','16','','3','3','B','B','90'),",,,,,
123774,KOHL,REISS,,30,1,3,1,,1111111911,16,,3,3,C,C,90,"('123774','KOHL','REISS','','30','1','3','1','','1111111911','16','','3','3','C','C','90'),",,,,,
123816,KRIEGEL,ALEX,,30,2,1,2,,1111111912,16,,3,3,A,A,90,"('123816','KRIEGEL','ALEX','','30','2','1','2','','1111111912','16','','3','3','A','A','90'),",,,,,
123888,LAMSA,KATRINA,,30,3,2,3,,1111111913,16,,3,3,B,B,90,"('123888','LAMSA','KATRINA','','30','3','2','3','','1111111913','16','','3','3','B','B','90'),",,,,,
123918,LANFORD,MICHELLE,,30,4,3,4,,1111111914,16,,3,3,C,C,90,"('123918','LANFORD','MICHELLE','','30','4','3','4','','1111111914','16','','3','3','C','C','90'),",,,,,
124296,MALDARI,SAVERIO,,30,1,1,5,,1111111915,16,,3,3,A,A,90,"('124296','MALDARI','SAVERIO','','30','1','1','5','','1111111915','16','','3','3','A','A','90'),",,,,,
124716,MEYER,MARK,,30,2,2,6,,1111111916,16,,3,3,B,B,90,"('124716','MEYER','MARK','','30','2','2','6','','1111111916','16','','3','3','B','B','90'),",,,,,
124788,MINAHAN,JOHN,,30,3,3,7,,1111111917,16,,3,3,C,C,90,"('124788','MINAHAN','JOHN','','30','3','3','7','','1111111917','16','','3','3','C','C','90'),",,,,,
124812,MITCHELL,KWESI,,30,4,1,8,,1111111918,16,,3,3,A,A,90,"('124812','MITCHELL','KWESI','','30','4','1','8','','1111111918','16','','3','3','A','A','90'),",,,,,
124878,MORALES,CARSON,,30,1,2,1,,1111111919,16,,3,3,B,B,90,"('124878','MORALES','CARSON','','30','1','2','1','','1111111919','16','','3','3','B','B','90'),",,,,,
124932,MOTEN,ELIZABETH,,30,2,3,2,,1111111920,16,,3,3,C,C,90,"('124932','MOTEN','ELIZABETH','','30','2','3','2','','1111111920','16','','3','3','C','C','90'),",,,,,
125088,NGUYEN,JEFFREY,,30,3,1,3,,1111111921,16,,3,3,A,A,90,"('125088','NGUYEN','JEFFREY','','30','3','1','3','','1111111921','16','','3','3','A','A','90'),",,,,,
125106,NIEPORTE,THOMAS,,30,4,2,4,,1111111922,16,,3,3,B,B,90,"('125106','NIEPORTE','THOMAS','','30','4','2','4','','1111111922','16','','3','3','B','B','90'),",,,,,
125280,PAJARILLO,IRVINMICHAEL,,30,1,3,5,,1111111923,16,,3,3,C,C,90,"('125280','PAJARILLO','IRVINMICHAEL','','30','1','3','5','','1111111923','16','','3','3','C','C','90'),",,,,,
125426,PHELPS,AMANDA,,30,2,1,6,,1111111924,16,,3,3,A,A,90,"('125426','PHELPS','AMANDA','','30','2','1','6','','1111111924','16','','3','3','A','A','90'),",,,,,
125544,PRITCHARD,SARAH,,30,3,2,7,,1111111925,16,,3,3,B,B,90,"('125544','PRITCHARD','SARAH','','30','3','2','7','','1111111925','16','','3','3','B','B','90'),",,,,,
125886,ROSENDE,CARLOS,,30,4,3,8,,1111111926,16,,3,3,C,C,90,"('125886','ROSENDE','CARLOS','','30','4','3','8','','1111111926','16','','3','3','C','C','90'),",,,,,
125916,ROWE,BENJAMIN,,30,1,1,1,,1111111927,16,,3,3,A,A,90,"('125916','ROWE','BENJAMIN','','30','1','1','1','','1111111927','16','','3','3','A','A','90'),",,,,,
126462,STANDARD,MATTHEW,,30,2,2,2,,1111111928,16,,3,3,B,B,90,"('126462','STANDARD','MATTHEW','','30','2','2','2','','1111111928','16','','3','3','B','B','90'),",,,,,
126474,STARR,ELLA,,30,3,3,3,,1111111929,16,,3,3,C,C,90,"('126474','STARR','ELLA','','30','3','3','3','','1111111929','16','','3','3','C','C','90'),",,,,,
126582,STRICKLAND,COLEMAN,,30,4,1,4,,1111111930,16,,3,3,A,A,90,"('126582','STRICKLAND','COLEMAN','','30','4','1','4','','1111111930','16','','3','3','A','A','90'),",,,,,
126666,SWEETSER,NICHOLAS,,30,1,2,5,,1111111931,16,,3,3,B,B,90,"('126666','SWEETSER','NICHOLAS','','30','1','2','5','','1111111931','16','','3','3','B','B','90'),",,,,,
127026,VERNAM,MATTHEW,,30,2,3,6,,1111111932,16,,3,3,C,C,90,"('127026','VERNAM','MATTHEW','','30','2','3','6','','1111111932','16','','3','3','C','C','90'),",,,,,
127674,ZITTERKOPF,BRIAN,,30,3,1,7,,1111111933,16,,3,3,A,A,90,"('127674','ZITTERKOPF','BRIAN','','30','3','1','7','','1111111933','16','','3','3','A','A','90'),",,,,,
130396,BELL,CLARENCE,,30,4,2,8,,1111111934,16,,3,3,B,B,90,"('130396','BELL','CLARENCE','','30','4','2','8','','1111111934','16','','3','3','B','B','90'),",,,,,
130888,CARLOS,JOHN,,30,1,3,1,,1111111935,16,,3,3,C,C,90,"('130888','CARLOS','JOHN','','30','1','3','1','','1111111935','16','','3','3','C','C','90'),",,,,,
131032,CHILTON,THOMAS,,30,2,1,2,,1111111936,16,,3,3,A,A,90,"('131032','CHILTON','THOMAS','','30','2','1','2','','1111111936','16','','3','3','A','A','90'),",,,,,
131134,CLOVER,AUSTIN,,30,3,2,3,,1111111937,16,,3,3,B,B,90,"('131134','CLOVER','AUSTIN','','30','3','2','3','','1111111937','16','','3','3','B','B','90'),",,,,,
131512,DAVIDSON,KATELYN,,30,4,3,4,,1111111938,16,,3,3,C,C,90,"('131512','DAVIDSON','KATELYN','','30','4','3','4','','1111111938','16','','3','3','C','C','90'),",,,,,
131584,DELAND,DANIEL,,30,1,1,5,,1111111939,16,,3,3,A,A,90,"('131584','DELAND','DANIEL','','30','1','1','5','','1111111939','16','','3','3','A','A','90'),",,,,,
131758,DOMINIK,MICHAEL,,30,2,2,6,,1111111940,16,,3,3,B,B,90,"('131758','DOMINIK','MICHAEL','','30','2','2','6','','1111111940','16','','3','3','B','B','90'),",,,,,
131818,DRAUGHON,ROBYN,,30,3,3,7,,1111111941,16,,3,3,C,C,90,"('131818','DRAUGHON','ROBYN','','30','3','3','7','','1111111941','16','','3','3','C','C','90'),",,,,,
131974,ELLIS,JACOB,,30,4,1,8,,1111111942,16,,3,3,A,A,90,"('131974','ELLIS','JACOB','','30','4','1','8','','1111111942','16','','3','3','A','A','90'),",,,,,
132358,FUSELIER,TODD,,30,1,2,1,,1111111943,16,,3,3,B,B,90,"('132358','FUSELIER','TODD','','30','1','2','1','','1111111943','16','','3','3','B','B','90'),",,,,,
132454,GENTRY,ANTHONY,,30,2,3,2,,1111111944,16,,3,3,C,C,90,"('132454','GENTRY','ANTHONY','','30','2','3','2','','1111111944','16','','3','3','C','C','90'),",,,,,
132466,GERALD,TODD,,30,3,1,3,,1111111945,16,,3,3,A,A,90,"('132466','GERALD','TODD','','30','3','1','3','','1111111945','16','','3','3','A','A','90'),",,,,,
132634,GRAVES,MITCHELL,,30,4,2,4,,1111111946,16,,3,3,B,B,90,"('132634','GRAVES','MITCHELL','','30','4','2','4','','1111111946','16','','3','3','B','B','90'),",,,,,
132844,HANTON,KYLE,,30,1,3,5,,1111111947,16,,3,3,C,C,90,"('132844','HANTON','KYLE','','30','1','3','5','','1111111947','16','','3','3','C','C','90'),",,,,,
132886,HARRIS,WILLIAM,,30,2,1,6,,1111111948,16,,3,3,A,A,90,"('132886','HARRIS','WILLIAM','','30','2','1','6','','1111111948','16','','3','3','A','A','90'),",,,,,
132952,HEGARTY,ELIZABETH,,30,3,2,7,,1111111949,16,,3,3,B,B,90,"('132952','HEGARTY','ELIZABETH','','30','3','2','7','','1111111949','16','','3','3','B','B','90'),",,,,,
133504,KELLEY,MATTHEW,,30,4,3,8,,1111111950,16,,3,3,C,C,90,"('133504','KELLEY','MATTHEW','','30','4','3','8','','1111111950','16','','3','3','C','C','90'),",,,,,
133600,KIM,HAROLD,,30,1,1,1,,1111111951,16,,3,3,A,A,90,"('133600','KIM','HAROLD','','30','1','1','1','','1111111951','16','','3','3','A','A','90'),",,,,,
133846,LASSONDE,IAN,,30,2,2,2,,1111111952,16,,3,3,B,B,90,"('133846','LASSONDE','IAN','','30','2','2','2','','1111111952','16','','3','3','B','B','90'),",,,,,
134014,LEWIS,BRENDAN,,30,3,3,3,,1111111953,16,,3,3,C,C,90,"('134014','LEWIS','BRENDAN','','30','3','3','3','','1111111953','16','','3','3','C','C','90'),",,,,,
134230,MAHONEY,KIMBERLY,,30,4,1,4,,1111111954,16,,3,3,A,A,90,"('134230','MAHONEY','KIMBERLY','','30','4','1','4','','1111111954','16','','3','3','A','A','90'),",,,,,
134770,MORALES,DANIEL,,30,1,2,5,,1111111955,16,,3,3,B,B,90,"('134770','MORALES','DANIEL','','30','1','2','5','','1111111955','16','','3','3','B','B','90'),",,,,,
134884,NANARTOWICH,MARINA,,30,2,3,6,,1111111956,16,,3,3,C,C,90,"('134884','NANARTOWICH','MARINA','','30','2','3','6','','1111111956','16','','3','3','C','C','90'),",,,,,
134920,NEWNAM,CHARLES,,30,3,1,7,,1111111957,16,,3,3,A,A,90,"('134920','NEWNAM','CHARLES','','30','3','1','7','','1111111957','16','','3','3','A','A','90'),",,,,,
135220,PARMIGIANE,SEAN,,30,4,2,8,,1111111958,16,,3,3,B,B,90,"('135220','PARMIGIANE','SEAN','','30','4','2','8','','1111111958','16','','3','3','B','B','90'),",,,,,
135292,PEDROTTY,PAUL,,30,1,3,1,,1111111959,16,,3,3,C,C,90,"('135292','PEDROTTY','PAUL','','30','1','3','1','','1111111959','16','','3','3','C','C','90'),",,,,,
135928,ROHLFING,MARKUS,,30,2,1,2,,1111111960,16,,3,3,A,A,90,"('135928','ROHLFING','MARKUS','','30','2','1','2','','1111111960','16','','3','3','A','A','90'),",,,,,
135988,ROYSTER,CHARLES,,30,3,2,3,,1111111961,16,,3,3,B,B,90,"('135988','ROYSTER','CHARLES','','30','3','2','3','','1111111961','16','','3','3','B','B','90'),",,,,,
136402,SLUZEWICZ,MELANIE,,30,4,3,4,,1111111962,16,,3,3,C,C,90,"('136402','SLUZEWICZ','MELANIE','','30','4','3','4','','1111111962','16','','3','3','C','C','90'),",,,,,
136450,SMITH,JOHN,,30,1,1,5,,1111111963,16,,3,3,A,A,90,"('136450','SMITH','JOHN','','30','1','1','5','','1111111963','16','','3','3','A','A','90'),",,,,,
136906,TREZZA,JEFFREY,,30,2,2,6,,1111111964,16,,3,3,B,B,90,"('136906','TREZZA','JEFFREY','','30','2','2','6','','1111111964','16','','3','3','B','B','90'),",,,,,
137038,VEECH,ROBERT,,30,3,3,7,,1111111965,16,,3,3,C,C,90,"('137038','VEECH','ROBERT','','30','3','3','7','','1111111965','16','','3','3','C','C','90'),",,,,,
137182,WERNER,ALEXIS,,30,4,1,8,,1111111966,16,,3,3,A,A,90,"('137182','WERNER','ALEXIS','','30','4','1','8','','1111111966','16','','3','3','A','A','90'),",,,,,
140030,ADAMS,BRENDAN,,30,1,2,1,,1111111967,16,,3,3,B,B,90,"('140030','ADAMS','BRENDAN','','30','1','2','1','','1111111967','16','','3','3','B','B','90'),",,,,,
140060,AIKEN,MATTHEW,,30,2,3,2,,1111111968,16,,3,3,C,C,90,"('140060','AIKEN','MATTHEW','','30','2','3','2','','1111111968','16','','3','3','C','C','90'),",,,,,
140126,AMMOND,RACHELLE,,30,3,1,3,,1111111969,16,,3,3,A,A,90,"('140126','AMMOND','RACHELLE','','30','3','1','3','','1111111969','16','','3','3','A','A','90'),",,,,,
140438,BELL,LANCE,,30,4,2,4,,1111111970,16,,3,3,B,B,90,"('140438','BELL','LANCE','','30','4','2','4','','1111111970','16','','3','3','B','B','90'),",,,,,
140486,BINGHAM,OSBORNE,,30,1,3,5,,1111111971,16,,3,3,C,C,90,"('140486','BINGHAM','OSBORNE','','30','1','3','5','','1111111971','16','','3','3','C','C','90'),",,,,,
140570,BOTTOMLEY,JEREMY,,30,2,1,6,,1111111972,16,,3,3,A,A,90,"('140570','BOTTOMLEY','JEREMY','','30','2','1','6','','1111111972','16','','3','3','A','A','90'),",,,,,
141098,CHO,PAUL,,30,3,2,7,,1111111973,16,,3,3,B,B,90,"('141098','CHO','PAUL','','30','3','2','7','','1111111973','16','','3','3','B','B','90'),",,,,,
141434,DALTON,MATTHEW,,30,4,3,8,,1111111974,16,,3,3,C,C,90,"('141434','DALTON','MATTHEW','','30','4','3','8','','1111111974','16','','3','3','C','C','90'),",,,,,
141542,DAVROS,GEORGE,,30,1,1,1,,1111111975,16,,3,3,A,A,90,"('141542','DAVROS','GEORGE','','30','1','1','1','','1111111975','16','','3','3','A','A','90'),",,,,,
